Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S
1,1,1,32,0,0,30.5,1,0,0
0,1,1,28,0,0,0.0,0,0,1
0,3,0,9,3,2,27.9,0,0,1
1,2,0,28,0,0,13.0,0,0,1
0,3,1,32,0,0,7.92,0,0,1
0,2,1,31,1,1,26.25,0,0,1
0,3,0,41,0,5,39.69,0,0,1
0,3,1,28,1,0,16.1,0,0,1
0,3,1,20,0,0,7.85,0,0,1
1,1,0,24,0,0,69.3,1,0,0
0,3,0,2,3,2,27.9,0,0,1
1,3,1,28,0,0,56.5,0,0,1
1,3,0,0,2,1,19.26,1,0,0
1,1,1,48,1,0,76.73,1,0,0
0,3,1,19,0,0,7.9,0,0,1
1,1,1,56,0,0,35.5,1,0,0
0,3,1,28,0,0,7.55,0,0,1
1,3,0,23,0,0,7.55,0,0,1
0,3,1,28,0,0,7.9,0,0,1
1,2,0,18,0,1,23.0,0,0,1
0,3,1,21,0,0,8.43,0,0,1
1,3,0,28,0,0,7.83,0,1,0
0,3,0,18,0,0,6.75,0,1,0
0,2,1,24,2,0,73.5,0,0,1
0,3,1,28,0,0,7.9,0,0,1
0,3,0,32,1,1,15.5,0,1,0
0,2,1,23,0,0,13.0,0,0,1
0,1,1,58,0,2,113.28,1,0,0
1,1,1,50,2,0,133.65,0,0,1
0,3,1,40,0,0,7.22,1,0,0
0,1,1,47,0,0,25.59,0,0,1
0,3,1,36,0,0,7.5,0,0,1
1,3,1,20,1,0,7.92,0,0,1
0,2,1,32,2,0,73.5,0,0,1
0,2,1,25,0,0,13.0,0,0,1
0,3,1,28,0,0,7.78,0,0,1
0,3,1,43,0,0,8.05,0,0,1
1,1,0,28,1,0,52.0,0,0,1
1,2,0,40,1,1,39.0,0,0,1
0,1,1,31,1,0,52.0,0,0,1
0,2,1,70,0,0,10.5,0,0,1
1,2,1,31,0,0,13.0,0,0,1
0,2,1,28,0,0,0.0,0,0,1
0,3,1,18,0,0,7.78,0,0,1
0,3,1,24,0,0,8.05,0,0,1
1,3,0,18,0,0,9.84,0,0,1
0,3,0,43,1,6,46.9,0,0,1
1,1,1,36,0,1,512.33,1,0,0
0,3,0,28,0,0,8.14,0,1,0
1,1,1,27,0,0,76.73,1,0,0
0,3,1,20,0,0,9.22,0,0,1
0,3,1,14,5,2,46.9,0,0,1
0,2,1,60,1,1,39.0,0,0,1
0,2,1,25,1,2,41.58,1,0,0
0,3,1,14,4,1,39.69,0,0,1
0,3,1,19,0,0,10.17,0,0,1
0,3,1,18,0,0,7.8,0,0,1
1,1,0,15,0,1,211.34,0,0,1
1,1,1,31,1,0,57.0,0,0,1
1,3,0,4,0,1,13.42,1,0,0
1,3,1,28,0,0,56.5,0,0,1
0,3,1,25,0,0,7.22,1,0,0
0,1,1,60,0,0,26.55,0,0,1
0,2,1,52,0,0,13.5,0,0,1
0,3,1,44,0,0,8.05,0,0,1
1,3,0,28,0,0,7.73,0,1,0
0,1,1,49,1,1,110.88,1,0,0
0,3,1,42,0,0,7.65,0,0,1
1,1,0,18,1,0,227.52,1,0,0
1,1,1,35,0,0,26.29,0,0,1
0,3,0,18,0,1,14.45,1,0,0
0,3,1,25,0,0,7.74,0,1,0
0,3,1,26,1,0,7.85,0,0,1
0,2,1,39,0,0,26.0,0,0,1
1,2,0,45,0,0,13.5,0,0,1
1,1,1,42,0,0,26.29,0,0,1
1,1,0,22,0,0,151.55,0,0,1
1,3,1,28,1,1,15.25,1,0,0
1,1,0,24,0,0,49.5,1,0,0
0,1,1,28,0,0,26.55,0,0,1
1,1,1,48,1,0,52.0,0,0,1
0,3,1,29,0,0,9.48,0,0,1
0,2,1,52,0,0,13.0,0,0,1
0,3,1,19,0,0,7.65,0,0,1
1,1,0,38,0,0,227.52,1,0,0
1,2,0,27,0,0,10.5,0,0,1
0,3,1,28,0,0,15.5,0,1,0
0,3,1,33,0,0,7.78,0,0,1
1,2,0,6,0,1,33.0,0,0,1
0,3,1,17,1,0,7.05,0,0,1
0,2,1,34,0,0,13.0,0,0,1
0,2,1,50,0,0,13.0,0,0,1
1,1,1,27,1,0,53.1,0,0,1
0,3,1,20,0,0,8.66,0,0,1
1,2,0,30,3,0,21.0,0,0,1
1,3,0,28,0,0,7.74,0,1,0
0,2,1,25,1,0,26.0,0,0,1
0,3,0,25,1,0,7.92,0,0,1
1,1,0,29,0,0,211.34,0,0,1
0,3,1,11,0,0,18.79,1,0,0
0,2,1,28,0,0,0.0,0,0,1
0,2,1,23,0,0,13.0,0,0,1
0,2,1,23,0,0,13.0,0,0,1
0,3,1,28,0,0,16.1,0,0,1
0,3,0,48,1,3,34.38,0,0,1
1,1,1,35,0,0,512.33,1,0,0
0,3,1,28,0,0,7.9,0,0,1
0,3,1,28,0,0,7.9,0,0,1
1,1,1,28,0,0,30.0,0,0,1
0,1,1,36,1,0,78.85,0,0,1
1,1,0,21,2,2,262.38,1,0,0
0,3,1,24,1,0,16.1,0,0,1
1,3,1,31,0,0,7.92,0,0,1
0,1,1,70,1,1,71.0,0,0,1
0,3,1,16,1,1,20.25,0,0,1
1,2,0,30,0,0,13.0,0,0,1
0,1,1,19,1,0,53.1,0,0,1
0,3,1,31,0,0,7.75,0,1,0
1,2,0,4,1,1,23.0,0,0,1
1,3,1,6,0,1,12.48,0,0,1
0,3,1,33,0,0,9.5,0,0,1
0,3,1,23,0,0,7.9,0,0,1
1,2,0,48,1,2,65.0,0,0,1
1,2,1,0,1,1,14.5,0,0,1
0,3,1,28,0,0,7.8,0,0,1
0,2,1,18,0,0,11.5,0,0,1
0,3,1,34,0,0,8.05,0,0,1
1,1,0,33,0,0,86.5,0,0,1
0,3,1,28,0,0,14.5,0,0,1
0,3,1,41,0,0,7.12,0,0,1
1,3,1,20,0,0,7.23,1,0,0
1,1,0,36,1,2,120.0,0,0,1
0,3,1,16,0,0,7.78,0,0,1
1,1,0,51,1,0,77.96,0,0,1
0,1,1,28,0,0,39.6,1,0,0
0,3,0,30,0,0,7.75,0,1,0
0,3,1,28,1,0,24.15,0,1,0
0,3,1,32,0,0,8.36,0,0,1
0,3,1,24,0,0,9.5,0,0,1
0,3,1,48,0,0,7.85,0,0,1
0,2,0,57,0,0,10.5,0,0,1
0,3,1,28,0,0,7.22,1,0,0
1,2,0,54,1,3,23.0,0,0,1
0,3,1,18,0,0,7.75,0,0,1
0,3,1,28,0,0,7.75,0,1,0
1,3,0,5,0,0,12.48,0,0,1
0,3,1,28,0,0,7.74,0,1,0
1,1,0,43,0,1,211.34,0,0,1
1,3,0,13,0,0,7.23,1,0,0
1,1,0,17,1,0,57.0,0,0,1
0,1,1,29,0,0,30.0,0,0,1
0,3,1,28,1,2,23.45,0,0,1
0,3,1,25,0,0,7.05,0,0,1
0,3,1,25,0,0,7.25,0,0,1
1,3,0,18,0,0,7.5,0,0,1
0,3,1,8,4,1,29.12,0,1,0
1,3,1,1,1,2,20.58,0,0,1
0,1,1,46,0,0,79.2,1,0,0
0,3,1,28,0,0,7.75,0,1,0
0,2,1,16,0,0,26.0,0,0,1
0,3,0,28,8,2,69.55,0,0,1
0,1,1,28,0,0,30.7,1,0,0
0,3,1,25,0,0,7.9,0,0,1
0,2,1,39,0,0,13.0,0,0,1
1,1,0,49,0,0,25.93,0,0,1
1,3,0,31,0,0,8.68,0,0,1
0,3,1,30,0,0,7.23,1,0,0
0,3,0,30,1,1,24.15,0,0,1
0,2,1,34,0,0,13.0,0,0,1
1,2,0,31,1,1,26.25,0,0,1
1,1,1,11,1,2,120.0,0,0,1
1,3,1,0,0,1,8.52,1,0,0
1,3,1,27,0,0,6.98,0,0,1
0,3,1,31,0,0,7.78,0,0,1
0,1,1,39,0,0,0.0,0,0,1
0,3,0,18,0,0,7.78,0,0,1
0,2,1,39,0,0,13.0,0,0,1
1,1,0,33,1,0,53.1,0,0,1
0,3,1,26,0,0,7.89,0,0,1
0,3,1,39,0,0,24.15,0,0,1
0,2,1,35,0,0,10.5,0,0,1
0,3,0,6,4,2,31.28,0,0,1
0,3,1,30,0,0,8.05,0,0,1
0,1,1,28,0,0,0.0,0,0,1
0,3,0,23,0,0,7.92,0,0,1
0,2,1,31,1,1,37.0,1,0,0
0,3,1,43,0,0,6.45,0,0,1
0,3,1,10,3,2,27.9,0,0,1
1,1,0,52,1,1,93.5,0,0,1
1,3,1,27,0,0,8.66,0,0,1
0,1,1,38,0,0,0.0,0,0,1
1,3,0,27,0,1,12.48,0,0,1
0,3,1,2,4,1,39.69,0,0,1
0,3,1,28,0,0,6.95,0,1,0
0,3,1,28,0,0,56.5,0,0,1
1,2,1,1,0,2,37.0,1,0,0
1,3,1,28,0,0,7.75,0,1,0
1,3,0,15,1,0,14.45,1,0,0
1,2,1,0,1,1,18.75,0,0,1
0,3,1,28,0,0,7.23,1,0,0
0,3,1,23,0,0,7.85,0,0,1
0,3,1,18,0,0,8.3,0,0,1
1,1,0,39,1,1,83.16,1,0,0
0,3,1,21,0,0,8.66,0,0,1
0,3,1,28,0,0,8.05,0,0,1
1,3,1,32,0,0,56.5,0,0,1
1,1,1,28,0,0,29.7,1,0,0
0,3,1,20,0,0,7.92,0,0,1
0,2,1,16,0,0,10.5,0,0,1
1,1,0,30,0,0,31.0,1,0,0
0,3,1,34,0,0,6.44,1,0,0
0,3,1,17,0,0,8.66,0,0,1
0,3,1,42,0,0,7.55,0,0,1
0,3,1,28,8,2,69.55,0,0,1
0,3,1,35,0,0,7.9,1,0,0
0,2,1,28,0,1,33.0,0,0,1
1,1,0,28,1,0,89.1,1,0,0
0,3,1,4,4,2,31.28,0,0,1
0,3,1,74,0,0,7.78,0,0,1
0,3,0,9,1,1,15.25,1,0,0
1,1,0,16,0,1,39.4,0,0,1
0,2,0,44,1,0,26.0,0,0,1
1,3,0,18,0,1,9.35,0,0,1
1,1,0,45,1,1,164.87,0,0,1
1,1,1,51,0,0,26.55,0,0,1
1,3,0,24,0,3,19.26,1,0,0
0,3,1,28,0,0,7.23,1,0,0
0,3,1,41,2,0,14.11,0,0,1
0,2,1,21,1,0,11.5,0,0,1
1,1,0,48,0,0,25.93,0,0,1
0,3,0,28,8,2,69.55,0,0,1
0,2,1,24,0,0,13.0,0,0,1
1,2,0,42,0,0,13.0,0,0,1
1,2,0,27,1,0,13.86,1,0,0
0,1,1,31,0,0,50.5,0,0,1
0,3,1,28,0,0,9.5,0,0,1
1,3,1,4,1,1,11.13,0,0,1
0,3,1,26,0,0,7.9,0,0,1
1,1,0,47,1,1,52.55,0,0,1
0,1,1,33,0,0,5.0,0,0,1
0,3,1,47,0,0,9.0,0,0,1
1,2,0,28,1,0,24.0,1,0,0
1,3,0,15,0,0,7.22,1,0,0
0,3,1,20,0,0,9.85,0,0,1
0,3,1,19,0,0,7.9,0,0,1
0,3,1,28,0,0,7.9,0,0,1
1,1,0,56,0,1,83.16,1,0,0
1,2,0,25,0,1,26.0,0,0,1
0,3,1,33,0,0,7.9,0,0,1
0,3,0,22,0,0,10.52,0,0,1
0,2,1,28,0,0,10.5,0,0,1
0,3,1,25,0,0,7.05,0,0,1
0,3,0,39,0,5,29.12,0,1,0
0,2,1,27,0,0,13.0,0,0,1
1,1,0,19,0,0,30.0,0,0,1
0,3,0,28,1,2,23.45,0,0,1
1,1,1,26,0,0,30.0,1,0,0
0,3,1,32,0,0,7.75,0,1,0
